,input,category,target_scores
3938,"Sensodyne Precision Soft Toothbrush, (Colors May Vary)",Toothbrush,"{'Brand': {'Sensodyne': 1}, 'Specialty': {'Precision': 1}, 'Firmness': {'Soft Toothbrush': 1}, 'Color': {'Colors May Vary': 1}}"
3939,"Philips Sonicare DiamondClean Sonic Electric Rechargeable Toothbrush, Pink, HX9362/68",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'DiamondClean': 1}, 'Operation mode': {'Sonic Electric': 1}, 'Power source': {'Rechargeable': 1}, 'Color': {'Pink': 1}}"
3940,"Philips Sonicare for Kids Bluetooth Connected Rechargeable Electric Toothbrush, HX6321/02 | Exclusive",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Age': {'Kids': 1}, 'Specialty': {'Exclusive': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}}"
3941,Colgate Total Clean in Between Manual Toothbrush FHS - 2ct,Toothbrush,"{'Brand': {'Colgate': 1}, 'Specialty': {'Total Clean in Between': 1}, 'Operation mode': {'Manual': 1}, 'Pack size': {'2ct': 1}}"
3942,Wild & Stone Organic Baby Bamboo Toothbrush | Four Colours | Soft Fibre Bristles | 100% Biodegradable Handle | BPA Free | Vegan Eco Friendly Baby Toothbrushes,Toothbrush,"{'Brand': {'Wild & Stone': 1}, 'Specialty': {'Eco Friendly': 1}, 'Age': {'Baby': 1}, 'Material': {'Bamboo': 1}, 'Color': {'Four Colours': 1}, 'Firmness': {'Soft Fibre Bristles': 1}}"
3943,"Oral-B Pro Health Sugar Defense Manual Toothbrush, Soft, 2 Count",Toothbrush,"{'Brand': {'Oral-B Pro Health': 1}, 'Specialty': {'Sugar Defense': 1}, 'Operation mode': {'Manual': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'2 Count': 1}}"
3944,"The Brushies Baby & Toddler Toothbrush & Storybook, Gift Set of 4 Brushes",Toothbrush,"{'Brand': {'The Brushies': 1}, 'Age': {'Baby & Toddler': 1}, 'Pack size': {'Gift Set of 4 Brushes': 1}}"
3945,"Alliebe 8 Pieces Soft Micro Nano Manual Toothbrush Extra Soft Bristles Toothbrush with 20,000 Bristles for Fragile Gums Adult Kid Children",Toothbrush,"{'Brand': {'Alliebe': 1}, 'Pack size': {'8 Pieces': 1}, 'Firmness': {'Extra Soft Bristles': 1}, 'Operation mode': {'Manual': 1}, 'Specialty': {'Fragile Gums': 1}, 'Age': {'Children': 1}}"
3946,"Colgate 360 Total Advanced Floss-Tip Bristle Toothbrush, Full Head Soft",Toothbrush,"{'Brand': {'Colgate 360 Total Advanced': 1}, 'Specialty': {'Floss-Tip Bristle Toothbrush': 1}, 'Firmness': {'Soft': 1}}"
3947,"Philips Sonicare DiamondClean Smart 9750 Rechargeable Electric Toothbrush, HX9954/56 Lunar Blue",Toothbrush,"{'Brand': {'Philips Sonicare DiamondClean Smart 9750': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Lunar Blue': 1}}"
3948,"Colgate My First Toothbrush, Ages 0-2, Extra Soft 7, (Pack of 4) Color Light Blue",Toothbrush,"{'Brand': {'Colgate': 1}, 'Specialty': {'My First Toothbrush': 1}, 'Age': {'Ages 0-2': 1}, 'Firmness': {'Extra Soft 7': 1}, 'Pack size': {'Pack of 4': 1}, 'Color': {'Color Light Blue': 1}}"
3949,"Supersmile New Generation Toothbrush, Clear",Toothbrush,"{'Brand': {'Supersmile': 1}, 'Specialty': {'New Generation': 1}, 'Color': {'Clear': 1}}"
3950,"GUM MicroTip Toothbrush - 475 Compact, Ultra Soft by GUM (Pack of 3)",Toothbrush,"{'Brand': {'GUM': 1}, 'Specialty': {'MicroTip Toothbrush': 1}, 'Firmness': {'Ultra Soft': 1}, 'Pack size': {'Pack of 3': 1}}"
3951,"ECO amenities, Individually wrapped travel manual disposable toothbrush with toothpaste bulk, White, 100 Count (2-016)",Toothbrush,"{'Brand': {'ECO amenities': 1}, 'Specialty': {'disposable': 1}, 'Operation mode': {'manual': 1}, 'Pack size': {'100 Count': 1}, 'Color': {'White': 1}}"
3952,One Sofresh Flossing Toothbrush Soft Full Size Assorted Colors,Toothbrush,"{'Pack size': {'One': 1}, 'Brand': {'Sofresh': 1}, 'Specialty': {'Flossing Toothbrush': 1}, 'Firmness': {'Soft': 1}, 'Size': {'Full Size': 1}, 'Color': {'Assorted Colors': 1}}"
3953,"The Brushies Baby & Toddler Toothbrush, Willa The Whale",Toothbrush,"{'Brand': {'The Brushies': 1}, 'Age': {'Baby & Toddler': 1}, 'Color': {'Willa The Whale': 1}}"
3954,GUM 527 Technique Deep Clean Toothbrush -Ultra Soft Compact by GUM 3 pack,Toothbrush,"{'Brand': {'GUM': 1}, 'Specialty': {'Technique Deep Clean': 1}, 'Firmness': {'Ultra Soft': 1}, 'Size': {'Compact': 1}, 'Pack size': {'3 pack': 1}}"
3955,"Philips Sonicare 3 Series Gum Health Sonic Electric Toothbrush, Hx6631/24, 1 Pound",Toothbrush,"{'Brand': {'Philips Sonicare 3 Series': 1}, 'Specialty': {'Gum Health': 1}, 'Operation mode': {'Sonic Electric': 1}}"
3956,Brush Buddies Peppa Pig Travel Kit,Toothbrush,"{'Brand': {'Brush Buddies': 1}, 'Color': {'Peppa Pig': 1}}"
3957,"Brightline Rechargeable Sonic Electric Toothbrush ADA Accepted With Adjustable Intensity BuiltIn Timer 86700, Mint Green, 1 Count",Toothbrush,"{'Brand': {'Brightline': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Sonic Electric': 1}, 'Specialty': {'ADA Accepted': 1}, 'Color': {'Mint Green': 1}, 'Pack size': {'1 Count': 1}}"
3958,"Radius, Toothbrush Totz Extra Soft, 1 Count",Toothbrush,"{'Brand': {'Radius': 1}, 'Age': {'Totz': 1}, 'Firmness': {'Extra Soft': 1}, 'Pack size': {'1 Count': 1}}"
3959,"Oral-B Genius 9600 Electric Toothbrush, 3 Brush Heads, Rose Gold",Toothbrush,"{'Brand': {'Oral-B Genius 9600': 1}, 'Operation mode': {'Electric': 1}, 'Pack size': {'3 Brush Heads': 1}, 'Color': {'Rose Gold': 1}}"
3960,"Oral-B Genius Pro 8000 Electronic Power Rechargeable Battery Electric Toothbrush with Bluetooth Connectivity, Rose Gold, Powered by Braun",Toothbrush,"{'Brand': {'Braun': 1}, 'Power source': {'Electronic Power Rechargeable Battery': 1}, 'Operation mode': {'Electric': 1}, 'Specialty': {'Bluetooth Connectivity': 1}, 'Color': {'Rose Gold': 1}}"
3961,GUM End-Tuft Brush Soft 1 Each (Pack of 2),Toothbrush,"{'Brand': {'GUM': 1}, 'Specialty': {'End-Tuft': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'1 Each (Pack of 2)': 1}}"
3962,"Colgate, 360 Advanced Sonic Battery Power Toothbrush Soft, Whitening, 1 Count",Toothbrush,"{'Brand': {'Colgate': 1}, 'Specialty': {'Whitening': 1}, 'Operation mode': {'Sonic': 1}, 'Power source': {'Battery Power': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'1 Count': 1}}"
3963,"Colgate 360° Advanced Optic White Toothbrush, Soft, 2 Count",Toothbrush,"{'Brand': {'Colgate 360°': 1}, 'Specialty': {'Advanced Optic White': 1}, 'Color': {'Soft': 1}, 'Pack size': {'2 Count': 1}}"
3964,Reach Toothbrush Full Head 6 Brushes Medium,Toothbrush,"{'Brand': {'Reach': 1}, 'Size': {'Full Head': 1}, 'Pack size': {'6 Brushes': 1}, 'Firmness': {'Medium': 1}}"
3965,"Philips Sonicare DiamondClean Smart 9700 Rechargeable Electric Toothbrush, Lunar Blue HX9957/51",Toothbrush,"{'Brand': {'Philips Sonicare DiamondClean Smart 9700': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Lunar Blue': 1}}"
3966,Oral B Stage 2 Toothbrush - Minnie Mouse/Mickey Mouse - 2 pk,Toothbrush,"{'Brand': {'Oral B Stage 2': 1}, 'Color': {'Minnie Mouse/Mickey Mouse': 1}, 'Pack size': {'2 pk': 1}}"
3967,YTS Baby Electric Toothbrush——Brush Bead 2 PCS (ORANGE),Toothbrush,"{'Brand': {'YTS': 1}, 'Age': {'Baby': 1}, 'Power source': {'Electric': 1}, 'Pack size': {'2 PCS': 1}, 'Color': {'ORANGE': 1}}"
3968,"Arm & Hammer SpinBrush Kids Marvel Characters Powered Toothbrush, Spiderman 1 ea",Toothbrush,"{'Brand': {'Arm & Hammer': 1}, 'Specialty': {'SpinBrush': 1}, 'Age': {'Kids': 1}, 'Color': {'Spiderman': 1}, 'Operation mode': {'Powered': 1}, 'Pack size': {'1 ea': 1}}"
3969,"Oral-B Kid's Toothbrush featuring Disney's Frozen, Soft Bristles, for Children and Toddlers 3+, 1 Count",Toothbrush,"{'Brand': {""Disney's"": 1}, 'Age': {'Children and Toddlers 3+': 1}, 'Color': {'Frozen': 1}, 'Firmness': {'Soft Bristles': 1}, 'Pack size': {'1 Count': 1}}"
3970,Sewak Al-Falah: Miswak (Traditional Natural Toothbrush) (3 Pack),Toothbrush,"{'Brand': {'Sewak Al-Falah': 1}, 'Material': {'Miswak': 1}, 'Specialty': {'Traditional Natural Toothbrush': 1}, 'Pack size': {'3 Pack': 1}}"
3971,10 x Al Falah Miswak Traditional Natural Manual Toothbrush Sewak Vacummed & Packed,Toothbrush,"{'Pack size': {'10': 1}, 'Brand': {'Al Falah': 1}, 'Material': {'Sewak': 1}, 'Specialty': {'Natural': 1}, 'Operation mode': {'Manual': 1}}"
3972,Sulcabrush Handle (pack of 3),Toothbrush,"{'Brand': {'Sulcabrush': 1}, 'Pack size': {'pack of 3': 1}}"
3973,Oral-B Stages Power Kids Disney Frozen Battery Toothbrush With Timer App,Toothbrush,"{'Brand': {'Disney': 1}, 'Specialty': {'With Timer App': 1}, 'Age': {'Kids': 1}, 'Color': {'Frozen': 1}, 'Power source': {'Battery': 1}}"
3974,"Arm & Hammer Kid’s Spinbrush Spiderman Powered Toothbrush, 1 count",Toothbrush,"{'Brand': {'Arm & Hammer': 1}, 'Age': {'Kid’s': 1}, 'Specialty': {'Spinbrush': 1}, 'Color': {'Spiderman': 1}, 'Operation mode': {'Powered': 1}, 'Pack size': {'1 count': 1}}"
3975,"LaBoos Best Nature Manual Color Bamboo Toothbrush, New Extra Soft Compact Bristle Toothbrush,Best Biodegradable Toothbrush for Gingivitis and Sensitive Teeth. (4 PCS)",Toothbrush,"{'Brand': {'LaBoos Best Nature': 1}, 'Operation mode': {'Manual': 1}, 'Color': {'Color': 1}, 'Material': {'Bamboo': 1}, 'Firmness': {'Extra Soft': 1}, 'Size': {'Compact': 1}, 'Specialty': {'Best Biodegradable Toothbrush for Gingivitis and Sensitive Teeth': 1}, 'Pack size': {'4 PCS': 1}}"
3976,"Oral-B Indicator Color Collection Manual Toothbrush, Soft, 4 Count",Toothbrush,"{'Brand': {'Oral-B Indicator Color Collection': 1}, 'Operation mode': {'Manual': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'4 Count': 1}}"
3977,Colgate 360 Toothbrush with Tongue and Cheek Cleaner - Medium (8 Pack),Toothbrush,"{'Brand': {'Colgate 360': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'8 Pack': 1}}"
3978,"Oral-B CrossAction Deep Reach Manual Toothbrush, Medium, 2 count (Color May Vary)",Toothbrush,"{'Brand': {'Oral-B CrossAction': 1}, 'Specialty': {'Deep Reach': 1}, 'Operation mode': {'Manual': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'2 count': 1}, 'Color': {'Color May Vary': 1}}"
3979,Mira-Pet Ultrasound Toothbrush for Dogs (Starter Kit),Toothbrush,"{'Brand': {'Mira-Pet': 1}, 'Specialty': {'Ultrasound': 1}, 'Animal': {'for Dogs': 1}}"
3980,Safety 1st 3 Piece Oral Care Kit,Toothbrush,{'Brand': {'Safety 1st': 1}}
3981,"Colgate Kids Extra Soft Toothbrush with Suction Cup, Blaze, 2 Count (Pack of 2) Total 4 Toothbrushes",Toothbrush,"{'Brand': {'Colgate': 1}, 'Age': {'Kids': 1}, 'Firmness': {'Extra Soft': 1}, 'Color': {'Blaze': 1}, 'Pack size': {'2 Count (Pack of 2) Total 4 Toothbrushes': 1}}"
3982,"Spinbrush PRO CLEAN Battery Powered Toothbrush, Soft Bristles, 1 Count, Gold or Blue Color May Vary",Toothbrush,"{'Brand': {'Spinbrush': 1}, 'Specialty': {'PRO CLEAN': 1}, 'Power source': {'Battery Powered': 1}, 'Firmness': {'Soft Bristles': 1}, 'Pack size': {'1 Count': 1}, 'Color': {'Gold or Blue': 1}}"
3983,"Kids Toothbrush, 6-Pack Colgate Bunny Toothbrushes For Children, Sensitive Extra Soft Bristle Cavity and Gum Protection Junior Brush",Toothbrush,"{'Age': {'Junior': 1}, 'Pack size': {'6-Pack': 1}, 'Brand': {'Colgate': 1}, 'Color': {'Bunny': 1}, 'Specialty': {'Cavity and Gum Protection': 1}, 'Firmness': {'Extra Soft Bristle': 1}}"
3984,"Colgate Kids Toothbrush, Trolls, Extra Soft (2 Count)",Toothbrush,"{'Brand': {'Colgate': 1}, 'Age': {'Kids': 1}, 'Color': {'Trolls': 1}, 'Firmness': {'Extra Soft': 1}, 'Pack size': {'2 Count': 1}}"
3985,"Baby Banana - Sharky Toothbrush, Training Teether Tooth Brush for Infant, Baby, and Toddler",Toothbrush,"{'Brand': {'Baby Banana': 1}, 'Color': {'Sharky': 1}, 'Specialty': {'Training Teether': 1}, 'Age': {'Infant, Baby, and Toddler': 1}}"
3986,Colgate 360 Total Whitening Toothbrush with Tongue and Cheek Cleaner- Soft (8 count),Toothbrush,"{'Brand': {'Colgate 360': 1}, 'Specialty': {'Total Whitening': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'8 count': 1}}"
3987,"Oral-B Pro-Health Gum Care Toothbrush, Ultra Soft, 2 Count",Toothbrush,"{'Brand': {'Oral-B Pro-Health': 1}, 'Specialty': {'Gum Care': 1}, 'Firmness': {'Ultra Soft': 1}, 'Pack size': {'2 Count': 1}}"
3988,"Brusheez® Kids Electric Toothbrush Set (Carnivore Edition) - Battery Operated, Soft Bristles, Easy On/Off, 2 Brush Heads, Animal Cover, Sand Timer, Rinse Cup, and Base - Ages 3+ (Buddy The Bear)",Toothbrush,"{'Brand': {'Brusheez®': 1}, 'Age': {'Ages 3+': 1}, 'Operation mode': {'Electric': 1}, 'Specialty': {'Easy On/Off': 1}, 'Power source': {'Battery Operated': 1}, 'Firmness': {'Soft Bristles': 1}, 'Pack size': {'2 Brush Heads': 1}, 'Color': {'Buddy The Bear': 1}}"
3989,"Oral-B Vitality Dual Clean Electric Toothbrush, White, 1 Count",Toothbrush,"{'Brand': {'Oral-B Vitality': 1}, 'Specialty': {'Dual Clean': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'White': 1}, 'Pack size': {'1 Count': 1}}"
3990,"Philips Sonicare, HX687721 ProtectiveClean 6100 Rechargeable Electric Toothbrush, White, 1 Count",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'ProtectiveClean': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'White': 1}, 'Pack size': {'1 Count': 1}}"
3991,Mind up dog mouth care tooth brush Small head Soft (japan import),Toothbrush,"{'Brand': {'Mind up': 1}, 'Animal': {'dog mouth care': 1}, 'Firmness': {'Soft': 1}}"
3992,"Philips Sonicare 2 Series plaque control rechargeable electric toothbrush, HX6211",Toothbrush,"{'Brand': {'Philips Sonicare 2 Series': 1}, 'Specialty': {'plaque control': 1}, 'Power source': {'rechargeable': 1}, 'Operation mode': {'electric': 1}}"
3993,"Barbie Premium Kids Friendly Designed Happy Brushing Time Soft Bristle Toothbrush Kit - Manual Toothbrush, Cover Cap, Rinsing Cup - Perfect Gifts for Kids Girls",Toothbrush,"{'Brand': {'Barbie': 1}, 'Specialty': {'Premium': 1}, 'Age': {'Perfect Gifts for Kids': 1}, 'Firmness': {'Soft Bristle': 1}, 'Operation mode': {'Manual': 1}, 'Cap': {'Cover Cap': 1}}"
3994,"My Dentist's Choice, Dental Wipes, Baby Tooth and Gum Wipes for Baby and Toddlers - 1-Pack",Toothbrush,"{'Brand': {""My Dentist's Choice"": 1}, 'Age': {'Baby and Toddlers': 1}, 'Pack size': {'1-Pack': 1}}"
3995,"The Brushies Baby & Toddler Toothbrush, Chomps The Dino",Toothbrush,"{'Brand': {'The Brushies': 1}, 'Age': {'Baby & Toddler': 1}, 'Color': {'Chomps The Dino': 1}}"
3996,"Oral-B Pro-Health All-In-One 40 S (Soft) CrossAction Bristles Toothbrush, (Twin Pack)",Toothbrush,"{'Brand': {'Oral-B Pro-Health': 1}, 'Specialty': {'CrossAction Bristles': 1}, 'Firmness': {'40 S (Soft)': 1}, 'Pack size': {'Twin Pack': 1}}"
3997,"Colgate Peppa Pig Kids Manual Toothbrush with Suction Cup for Little Children Ages 2+, Extra Soft - Pack of 6 (color may vary)",Toothbrush,"{'Brand': {'Peppa Pig': 1}, 'Age': {'Little Children Ages 2+': 1}, 'Operation mode': {'Manual': 1}, 'Firmness': {'Extra Soft': 1}, 'Pack size': {'Pack of 6': 1}, 'Color': {'color may vary': 1}}"
3998,Arm & Hammer Clinical Care Travel Dental Kit For Dogs in Vanilla Ginger Flavor |Toothbrush and Toothpaste Set for All Dogs,Toothbrush,"{'Brand': {'Arm & Hammer Clinical Care': 1}, 'Specialty': {'Travel Dental Kit': 1}, 'Animal': {'Toothbrush and Toothpaste Set for All Dogs': 1}}"
3999,Glister Advanced Toothbrush (4 Brushes),Toothbrush,"{'Brand': {'Glister': 1}, 'Specialty': {'Advanced': 1}, 'Pack size': {'4 Brushes': 1}}"
4000,"Oral-B 8000 Electronic Power Rechargeable Battery Electric Toothbrush with Bluetooth Connectivity, Sakura Pink",Toothbrush,"{'Brand': {'Oral-B': 1}, 'Power source': {'Rechargeable Battery': 1}, 'Operation mode': {'Electric': 1}, 'Specialty': {'Bluetooth Connectivity': 1}, 'Color': {'Sakura Pink': 1}}"
4001,"Automatic Toothbrush,Kids Children's Toothbrush,Sonic Teeth Whitening,Electric Toothbrush Teeth Whitening Kit with LED Light,Pink",Toothbrush,"{'Operation mode': {'Electric': 1}, 'Age': {""Children's"": 1}, 'Specialty': {'Teeth Whitening Kit': 1}, 'Color': {'Pink': 1}}"
4002,"Oral-B Charcoal Whitening Therapy Toothbrush, Soft, 2 Count",Toothbrush,"{'Brand': {'Oral-B': 1}, 'Specialty': {'Charcoal Whitening Therapy': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'2 Count': 1}}"
4003,"Philips Sonicare ProtectiveClean 4100 Electric Rechargeable Toothbrush with Genuine Philips Sonicare Optimal Plaque Control Replacement Toothbrush Heads, Black 3- Pack",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Operation mode': {'Electric': 1}, 'Power source': {'Rechargeable': 1}, 'Specialty': {'Optimal Plaque Control': 1}, 'Color': {'Black': 1}, 'Pack size': {'3- Pack': 1}}"
4004,Virbac C.E.T. 1 Count Pet Toothbrush,Toothbrush,"{'Brand': {'Virbac C.E.T.': 1}, 'Pack size': {'1 Count': 1}, 'Animal': {'Pet Toothbrush': 1}}"
4005,"Arm & Hammer Super Mario Kids Spinbrush Soft Electric Battery Toothbrush, Multi-color",Toothbrush,"{'Brand': {'Arm & Hammer': 1}, 'Color': {'Multi-color': 1}, 'Age': {'Kids': 1}, 'Specialty': {'Spinbrush': 1}, 'Firmness': {'Soft': 1}, 'Operation mode': {'Electric': 1}, 'Power source': {'Battery': 1}}"
4006,"Daletu Bamboo Toothbrush, 10 PCS Biodegradable Wooden Toothbrushes, Natural BPA Free Soft Bristles Wood Toothbrush, Eco Friendly, Compostable and Sustainable",Toothbrush,"{'Brand': {'Daletu': 1}, 'Material': {'Wood': 1}, 'Pack size': {'10 PCS': 1}, 'Specialty': {'Sustainable': 1}, 'Firmness': {'Soft Bristles': 1}}"
4007,"GUM 516 Technique Sensitive Care Toothbrush - Full - Ultra Soft (3 Toothbrushes), Assorted color",Toothbrush,"{'Brand': {'GUM': 1}, 'Specialty': {'Technique Sensitive Care': 1}, 'Size': {'Full': 1}, 'Firmness': {'Ultra Soft': 1}, 'Pack size': {'3 Toothbrushes': 1}, 'Color': {'Assorted color': 1}}"
4008,"Philips Sonicare, Healthy White Electric Toothbrush, Lavender, 1 Count",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'Healthy White': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Lavender': 1}, 'Pack size': {'1 Count': 1}}"
4009,"Colgate, 360 Advanced Whitening Sonic Battery Power Toothbrush with Replacement Heads Soft, 1 Count",Toothbrush,"{'Brand': {'Colgate': 1}, 'Specialty': {'360 Advanced Whitening': 1}, 'Power source': {'Sonic Battery Power': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'1 Count': 1}}"
4010,"GUM Crayola Kids' Power Toothbrush with Travel Cap, Ages 3+, Assorted Colors",Toothbrush,"{'Brand': {'Crayola': 1}, 'Age': {'Ages 3+': 1}, 'Power source': {'Power': 1}, 'Cap': {'Travel Cap': 1}, 'Color': {'Assorted Colors': 1}}"
4011,GUM® Kids' Monsterz Toothbrush (3 Pack),Toothbrush,"{'Brand': {'GUM®': 1}, 'Age': {'Kids': 1}, 'Color': {'Monsterz': 1}, 'Pack size': {'3 Pack': 1}}"
4012,Wild & Stone Organic Children's Bamboo Toothbrush | Four Colors | Soft Fibre Bristles | 100% Biodegradable Handle | BPA Free | Vegan Eco Friendly Kids Toothbrushes,Toothbrush,"{'Brand': {'Wild & Stone': 1}, 'Specialty': {'Eco Friendly': 1}, 'Age': {'Kids': 1}, 'Material': {'Bamboo': 1}, 'Color': {'Four Colors': 1}, 'Firmness': {'Soft Fibre Bristles': 1}}"
4013,"Colgate 360 Adult Toothbrush, Medium, 4 Count",Toothbrush,"{'Brand': {'Colgate 360': 1}, 'Age': {'Adult': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'4 Count': 1}}"
4014,"Nuby Nananubs Banana Massaging Toothbrush, Yellow",Toothbrush,"{'Brand': {'Nuby Nananubs': 1}, 'Color': {'Yellow': 1}, 'Specialty': {'Massaging Toothbrush': 1}}"
4015,"Philips Sonicare HX6817/01 ProtectiveClean 4100 Rechargeable Electric Toothbrush, White (Packaging May Vary)",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'ProtectiveClean 4100': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'White': 1}}"
4016,Philips Sonicare Protective Clean 6100 White and 2 pack Premium Plaque Control Brush Head Bundle,Toothbrush,"{'Brand': {'Philips Sonicare Protective Clean 6100': 1}, 'Color': {'White': 1}, 'Pack size': {'2 pack': 1}, 'Specialty': {'Premium Plaque Control': 1}}"
4017,"Philips Sonicare DiamondClean Smart 9300 Rechargeable Electric Toothbrush, White HX9903/01",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'DiamondClean Smart 9300': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'White': 1}}"
4018,Dr. Collins Perio Toothbrush with Supersoft Bristles Colors May Vary (Pack of 6),Toothbrush,"{'Brand': {'Dr. Collins Perio': 1}, 'Firmness': {'Supersoft Bristles': 1}, 'Color': {'Colors May Vary': 1}, 'Pack size': {'Pack of 6': 1}}"
4019,FactorDuty 100 Toothbrushes Lot Wholesale Standard Classic Medium Soft Toothbrush,Toothbrush,"{'Brand': {'FactorDuty': 1}, 'Pack size': {'100 Toothbrushes Lot Wholesale': 1}, 'Specialty': {'Standard Classic': 1}, 'Firmness': {'Medium Soft': 1}}"
4020,"Colgate Total 360 Adult Soft Manual Toothbrush, 2 Count (colors vary)",Toothbrush,"{'Brand': {'Colgate Total 360': 1}, 'Age': {'Adult': 1}, 'Firmness': {'Soft': 1}, 'Operation mode': {'Manual': 1}, 'Pack size': {'2 Count': 1}, 'Color': {'colors vary': 1}}"
4021,Braun-Braun Oral B Advance Power Toothbrush,Toothbrush,"{'Brand': {'Braun-Braun Oral B': 1}, 'Specialty': {'Advance Power': 1}}"
4022,Desert Dress 12 Miswak Tooth Stick Toothbrush Tradtional Sewak Arabic Mouth New Dozen,Toothbrush,"{'Brand': {'Desert Dress': 1}, 'Pack size': {'Dozen': 1}, 'Material': {'Sewak': 1}, 'Specialty': {'Arabic': 1}}"
4023,100 Pack Toothbrush Standard Classic Medium Soft Individually Wrapped,Toothbrush,"{'Pack size': {'100 Pack': 1}, 'Specialty': {'Standard Classic': 1}, 'Firmness': {'Medium Soft': 1}}"
